Emocion,Termino_emocional,Lista_sinonimos,Negacion_Considerar,Respuesta,Notas_Culturales,Intensidad,
miedo,poderosamente,,sí,,NRC EmoLex,media,
miedo,impotente,,sí,,NRC EmoLex,media,
miedo,rezar,,sí,,NRC EmoLex,media,
miedo,precario,,sí,,NRC EmoLex,media,
miedo,precipicio,,sí,,NRC EmoLex,media,
miedo,Predicamento,,sí,,NRC EmoLex,media,
miedo,parcial,,sí,,NRC EmoLex,media,
miedo,premeditado,,sí,,NRC EmoLex,media,
miedo,prevenir,,sí,,NRC EmoLex,media,
miedo,presa,,sí,,NRC EmoLex,media,
miedo,pinchazo,,sí,,NRC EmoLex,media,
miedo,prisión,,sí,,NRC EmoLex,media,
miedo,prisionero,,sí,,NRC EmoLex,media,
miedo,libertad condicional,,sí,,NRC EmoLex,media,
miedo,problema,,sí,,NRC EmoLex,media,
miedo,procedimiento,,sí,,NRC EmoLex,media,
miedo,pronóstico,,sí,,NRC EmoLex,media,
miedo,prohibido,,sí,,NRC EmoLex,media,
miedo,proyectil,,sí,,NRC EmoLex,media,
miedo,proyectiles,,sí,,NRC EmoLex,media,
miedo,enjuiciar,,sí,,NRC EmoLex,media,
miedo,merodear,,sí,,NRC EmoLex,media,
miedo,psicosis,,sí,,NRC EmoLex,media,
miedo,puma,,sí,,NRC EmoLex,media,
miedo,puñetazo,,sí,,NRC EmoLex,media,
miedo,castigar,,sí,,NRC EmoLex,media,
miedo,castigado,,sí,,NRC EmoLex,media,
miedo,agotador,,sí,,NRC EmoLex,media,
miedo,castigo,,sí,,NRC EmoLex,media,
miedo,punitivo,,sí,,NRC EmoLex,media,
miedo,purgatorio,,sí,,NRC EmoLex,media,
miedo,purga,,sí,,NRC EmoLex,media,
miedo,codorniz,,sí,,NRC EmoLex,media,
miedo,terremoto,,sí,,NRC EmoLex,media,
miedo,dilema,,sí,,NRC EmoLex,media,
miedo,cuarentena,,sí,,NRC EmoLex,media,
miedo,anular,,sí,,NRC EmoLex,media,
miedo,carcaj,,sí,,NRC EmoLex,media,
miedo,temblor,,sí,,NRC EmoLex,media,
miedo,chusma,,sí,,NRC EmoLex,media,
miedo,rabioso,,sí,,NRC EmoLex,media,
miedo,radiación,,sí,,NRC EmoLex,media,
miedo,radioactivo,,sí,,NRC EmoLex,media,
miedo,radón,,sí,,NRC EmoLex,media,
miedo,furioso,,sí,,NRC EmoLex,media,
miedo,Redada,,sí,,NRC EmoLex,media,
miedo,alboroto,,sí,,NRC EmoLex,media,
miedo,rescate,,sí,,NRC EmoLex,media,
miedo,violación,,sí,,NRC EmoLex,media,
miedo,rapaces,,sí,,NRC EmoLex,media,
miedo,bribón,,sí,,NRC EmoLex,media,
miedo,rata,,sí,,NRC EmoLex,media,
miedo,clasificación,,sí,,NRC EmoLex,media,
miedo,serpiente de cascabel,,sí,,NRC EmoLex,media,
miedo,voraz,,sí,,NRC EmoLex,media,
miedo,barranco,,sí,,NRC EmoLex,media,
miedo,delirante,,sí,,NRC EmoLex,media,
miedo,maquinilla de afeitar,,sí,,NRC EmoLex,media,
miedo,reaccionar,,sí,,NRC EmoLex,media,
miedo,rebelde,,sí,,NRC EmoLex,media,
miedo,rebelión,,sí,,NRC EmoLex,media,
miedo,lo más hondo,,sí,,NRC EmoLex,media,
miedo,recesión,,sí,,NRC EmoLex,media,
miedo,imprudente,,sí,,NRC EmoLex,media,
miedo,imprudencia,,sí,,NRC EmoLex,media,
miedo,refutación,,sí,,NRC EmoLex,media,
miedo,regimiento,,sí,,NRC EmoLex,media,
miedo,regulador,,sí,,NRC EmoLex,media,
miedo,rechazar,,sí,,NRC EmoLex,media,
miedo,rechazo,,sí,,NRC EmoLex,media,
miedo,rechaza,,sí,,NRC EmoLex,media,
miedo,reavivar,,sí,,NRC EmoLex,media,
miedo,recaída,,sí,,NRC EmoLex,media,
miedo,reacio,,sí,,NRC EmoLex,media,
miedo,restos,,sí,,NRC EmoLex,media,
miedo,retirar,,sí,,NRC EmoLex,media,
miedo,repelente,,sí,,NRC EmoLex,media,
miedo,repelente,,sí,,NRC EmoLex,media,
miedo,arrepentirse,,sí,,NRC EmoLex,media,
miedo,represión,,sí,,NRC EmoLex,media,
miedo,represalia,,sí,,NRC EmoLex,media,
miedo,repulsión,,sí,,NRC EmoLex,media,
miedo,resección,,sí,,NRC EmoLex,media,
miedo,renunciar,,sí,,NRC EmoLex,media,
miedo,resistente,,sí,,NRC EmoLex,media,
miedo,resistiendo,,sí,,NRC EmoLex,media,
miedo,contener,,sí,,NRC EmoLex,media,
miedo,contenido,,sí,,NRC EmoLex,media,
miedo,restricción,,sí,,NRC EmoLex,media,
miedo,represalias,,sí,,NRC EmoLex,media,
miedo,retardar,,sí,,NRC EmoLex,media,
miedo,reticente,,sí,,NRC EmoLex,media,
miedo,Jubilación,,sí,,NRC EmoLex,media,
miedo,reducción,,sí,,NRC EmoLex,media,
miedo,venganza,,sí,,NRC EmoLex,media,
miedo,venganza,,sí,,NRC EmoLex,media,
miedo,revocar,,sí,,NRC EmoLex,media,
miedo,repugnante,,sí,,NRC EmoLex,media,
miedo,revolución,,sí,,NRC EmoLex,media,
miedo,revólver,,sí,,NRC EmoLex,media,
miedo,repugnancia,,sí,,NRC EmoLex,media,
miedo,reumatismo,,sí,,NRC EmoLex,media,
miedo,rifle,,sí,,NRC EmoLex,media,
miedo,rigor,,sí,,NRC EmoLex,media,
miedo,disturbio,,sí,,NRC EmoLex,media,
miedo,desenfrenado,,sí,,NRC EmoLex,media,
miedo,riesgo,,sí,,NRC EmoLex,media,
miedo,arriesgado,,sí,,NRC EmoLex,media,
miedo,robar,,sí,,NRC EmoLex,media,
miedo,ladrón,,sí,,NRC EmoLex,media,
miedo,robo,,sí,,NRC EmoLex,media,
miedo,varilla,,sí,,NRC EmoLex,media,
miedo,romance,,sí,,NRC EmoLex,media,
miedo,putrefacción,,sí,,NRC EmoLex,media,
miedo,escombros,,sí,,NRC EmoLex,media,
miedo,ruina,,sí,,NRC EmoLex,media,
miedo,arruinado,,sí,,NRC EmoLex,media,
miedo,ruinoso,,sí,,NRC EmoLex,media,
miedo,regla,,sí,,NRC EmoLex,media,
miedo,ruptura,,sí,,NRC EmoLex,media,
miedo,implacable,,sí,,NRC EmoLex,media,
miedo,sable,,sí,,NRC EmoLex,media,
miedo,sabotaje,,sí,,NRC EmoLex,media,
miedo,sacrificios,,sí,,NRC EmoLex,media,
miedo,hundimiento,,sí,,NRC EmoLex,media,
miedo,samurai,,sí,,NRC EmoLex,media,
miedo,sarcoma,,sí,,NRC EmoLex,media,
miedo,salvaje,,sí,,NRC EmoLex,media,
miedo,salvajismo,,sí,,NRC EmoLex,media,
miedo,andamio,,sí,,NRC EmoLex,media,
miedo,bisturí,,sí,,NRC EmoLex,media,
miedo,escándalo,,sí,,NRC EmoLex,media,
miedo,chivo expiatorio,,sí,,NRC EmoLex,media,
miedo,cicatriz,,sí,,NRC EmoLex,media,
miedo,escaso,,sí,,NRC EmoLex,media,
miedo,escasez,,sí,,NRC EmoLex,media,
miedo,susto,,sí,,NRC EmoLex,media,
miedo,espantapájaros,,sí,,NRC EmoLex,media,
miedo,esquizofrenia,,sí,,NRC EmoLex,media,
miedo,regañar,,sí,,NRC EmoLex,media,
miedo,escorpión,,sí,,NRC EmoLex,media,
miedo,sinvergüenza,,sí,,NRC EmoLex,media,
miedo,azotar,,sí,,NRC EmoLex,media,
miedo,tembladera,,sí,,NRC EmoLex,media,
miedo,grito,,sí,,NRC EmoLex,media,
miedo,gritando,,sí,,NRC EmoLex,media,
miedo,chillido,,sí,,NRC EmoLex,media,
miedo,reclusión,,sí,,NRC EmoLex,media,
miedo,sectario,,sí,,NRC EmoLex,media,
miedo,confiscar,,sí,,NRC EmoLex,media,
miedo,embargo,,sí,,NRC EmoLex,media,
miedo,senil,,sí,,NRC EmoLex,media,
miedo,sin sentido,,sí,,NRC EmoLex,media,
miedo,frase,,sí,,NRC EmoLex,media,
miedo,septicemia,,sí,,NRC EmoLex,media,
miedo,gravedad,,sí,,NRC EmoLex,media,
miedo,serpiente,,sí,,NRC EmoLex,media,
miedo,servil,,sí,,NRC EmoLex,media,
miedo,fideicomitente,,sí,,NRC EmoLex,media,
miedo,encadenar,,sí,,NRC EmoLex,media,
miedo,sombreado,,sí,,NRC EmoLex,media,
miedo,sacudida,,sí,,NRC EmoLex,media,
miedo,tembloroso,,sí,,NRC EmoLex,media,
miedo,verguenza,,sí,,NRC EmoLex,media,
miedo,llevar a la fuerza,,sí,,NRC EmoLex,media,
miedo,caña,,sí,,NRC EmoLex,media,
miedo,romper,,sí,,NRC EmoLex,media,
miedo,caparazón,,sí,,NRC EmoLex,media,
miedo,naufragio,,sí,,NRC EmoLex,media,
miedo,temblar,,sí,,NRC EmoLex,media,
miedo,choque,,sí,,NRC EmoLex,media,
miedo,disparar,,sí,,NRC EmoLex,media,
miedo,tirador,,sí,,NRC EmoLex,media,
miedo,tiroteo,,sí,,NRC EmoLex,media,
miedo,escasez,,sí,,NRC EmoLex,media,
miedo,Disparo,,sí,,NRC EmoLex,media,
miedo,metralla,,sí,,NRC EmoLex,media,
miedo,grito,,sí,,NRC EmoLex,media,
miedo,estridente,,sí,,NRC EmoLex,media,
miedo,encogerse,,sí,,NRC EmoLex,media,
miedo,estremecimiento,,sí,,NRC EmoLex,media,
miedo,nauseabundo,,sí,,NRC EmoLex,media,
miedo,enfermedad,,sí,,NRC EmoLex,media,
miedo,pecado,,sí,,NRC EmoLex,media,
miedo,pecaminoso,,sí,,NRC EmoLex,media,
miedo,siniestro,,sí,,NRC EmoLex,media,
miedo,pecador,,sí,,NRC EmoLex,media,
miedo,sirena,,sí,,NRC EmoLex,media,
miedo,patinar,,sí,,NRC EmoLex,media,
miedo,golpe,,sí,,NRC EmoLex,media,
miedo,sacrificio,,sí,,NRC EmoLex,media,
miedo,matadero,,sí,,NRC EmoLex,media,
miedo,matanza,,sí,,NRC EmoLex,media,
miedo,esclavo,,sí,,NRC EmoLex,media,
miedo,esclavitud,,sí,,NRC EmoLex,media,
miedo,asesino,,sí,,NRC EmoLex,media,
miedo,astuto,,sí,,NRC EmoLex,media,
miedo,aplastar,,sí,,NRC EmoLex,media,
miedo,herir,,sí,,NRC EmoLex,media,
miedo,hacer contrabando,,sí,,NRC EmoLex,media,
miedo,contrabandista,,sí,,NRC EmoLex,media,
miedo,tizón,,sí,,NRC EmoLex,media,
miedo,serpiente,,sí,,NRC EmoLex,media,
miedo,trampa,,sí,,NRC EmoLex,media,
miedo,furtivo,,sí,,NRC EmoLex,media,
miedo,furtivo,,sí,,NRC EmoLex,media,
miedo,socialismo,,sí,,NRC EmoLex,media,
miedo,socialista,,sí,,NRC EmoLex,media,
miedo,brujería,,sí,,NRC EmoLex,media,
miedo,sórdido,,sí,,NRC EmoLex,media,
miedo,tristeza,,sí,,NRC EmoLex,media,
miedo,salida,,sí,,NRC EmoLex,media,
miedo,desalmado,,sí,,NRC EmoLex,media,
miedo,alma gemela,,sí,,NRC EmoLex,media,
miedo,azotar,,sí,,NRC EmoLex,media,
miedo,espasmo,,sí,,NRC EmoLex,media,
miedo,lanza,,sí,,NRC EmoLex,media,
miedo,espectro,,sí,,NRC EmoLex,media,
miedo,especulación,,sí,,NRC EmoLex,media,
miedo,araña,,sí,,NRC EmoLex,media,
miedo,pico,,sí,,NRC EmoLex,media,
miedo,solterona,,sí,,NRC EmoLex,media,
miedo,espectro,,sí,,NRC EmoLex,media,
miedo,duende,,sí,,NRC EmoLex,media,
miedo,estimular,,sí,,NRC EmoLex,media,
miedo,chubasco,,sí,,NRC EmoLex,media,
miedo,delicado,,sí,,NRC EmoLex,media,
miedo,puñalada,,sí,,NRC EmoLex,media,
miedo,acechar,,sí,,NRC EmoLex,media,
miedo,punto muerto,,sí,,NRC EmoLex,media,
miedo,asustar,,sí,,NRC EmoLex,media,
miedo,inanición,,sí,,NRC EmoLex,media,
miedo,robar,,sí,,NRC EmoLex,media,
miedo,robando,,sí,,NRC EmoLex,media,
miedo,cauteloso,,sí,,NRC EmoLex,media,
miedo,sofocado,,sí,,NRC EmoLex,media,
miedo,estigma,,sí,,NRC EmoLex,media,
miedo,quietud,,sí,,NRC EmoLex,media,
miedo,picadura,,sí,,NRC EmoLex,media,
miedo,tacaño,,sí,,NRC EmoLex,media,
miedo,escatimar,,sí,,NRC EmoLex,media,
miedo,Tormentoso,,sí,,NRC EmoLex,media,
miedo,estrecheces,,sí,,NRC EmoLex,media,
miedo,extraño,,sí,,NRC EmoLex,media,
miedo,estrangular,,sí,,NRC EmoLex,media,
miedo,camilla,,sí,,NRC EmoLex,media,
miedo,despojado,,sí,,NRC EmoLex,media,
miedo,carrera,,sí,,NRC EmoLex,media,
miedo,dificil,,sí,,NRC EmoLex,media,
miedo,aturdido,,sí,,NRC EmoLex,media,
miedo,subyugación,,sí,,NRC EmoLex,media,
miedo,subordinar,,sí,,NRC EmoLex,media,
miedo,subversión,,sí,,NRC EmoLex,media,
miedo,subvertir,,sí,,NRC EmoLex,media,
miedo,víctima,,sí,,NRC EmoLex,media,
miedo,sufrimiento,,sí,,NRC EmoLex,media,
miedo,sofocante,,sí,,NRC EmoLex,media,
miedo,asfixia,,sí,,NRC EmoLex,media,
miedo,suicida,,sí,,NRC EmoLex,media,
miedo,suicidio,,sí,,NRC EmoLex,media,
miedo,sultán,,sí,,NRC EmoLex,media,
miedo,hundido,,sí,,NRC EmoLex,media,
miedo,superstición,,sí,,NRC EmoLex,media,
miedo,supersticioso,,sí,,NRC EmoLex,media,
miedo,reprimir,,sí,,NRC EmoLex,media,
miedo,supresión,,sí,,NRC EmoLex,media,
miedo,supremacía,,sí,,NRC EmoLex,media,
miedo,cirugía,,sí,,NRC EmoLex,media,
miedo,sorpresa,,sí,,NRC EmoLex,media,
miedo,Rendición,,sí,,NRC EmoLex,media,
miedo,vigilancia,,sí,,NRC EmoLex,media,
miedo,sospechar,,sí,,NRC EmoLex,media,
miedo,suspenso,,sí,,NRC EmoLex,media,
miedo,suspensión,,sí,,NRC EmoLex,media,
miedo,sospecha,,sí,,NRC EmoLex,media,
miedo,pantano,,sí,,NRC EmoLex,media,
miedo,pantanoso,,sí,,NRC EmoLex,media,
miedo,esvástica,,sí,,NRC EmoLex,media,
miedo,sudor,,sí,,NRC EmoLex,media,
miedo,hinchazón,,sí,,NRC EmoLex,media,
miedo,viraje,,sí,,NRC EmoLex,media,
miedo,nadar,,sí,,NRC EmoLex,media,
miedo,simpático,,sí,,NRC EmoLex,media,
miedo,síncope,,sí,,NRC EmoLex,media,
miedo,sinónimo,,sí,,NRC EmoLex,media,
miedo,jeringuilla,,sí,,NRC EmoLex,media,
miedo,tabú,,sí,,NRC EmoLex,media,
miedo,táctica,,sí,,NRC EmoLex,media,
miedo,garras,,sí,,NRC EmoLex,media,
miedo,pulla,,sí,,NRC EmoLex,media,
miedo,lloroso,,sí,,NRC EmoLex,media,
miedo,broma,,sí,,NRC EmoLex,media,
miedo,tempestad,,sí,,NRC EmoLex,media,
miedo,Terminal,,sí,,NRC EmoLex,media,
miedo,horrible,,sí,,NRC EmoLex,media,
miedo,terror,,sí,,NRC EmoLex,media,
miedo,terrorismo,,sí,,NRC EmoLex,media,
miedo,terrorista,,sí,,NRC EmoLex,media,
miedo,aterrorizar,,sí,,NRC EmoLex,media,
miedo,robo,,sí,,NRC EmoLex,media,
miedo,teocrático,,sí,,NRC EmoLex,media,
miedo,ladrón,,sí,,NRC EmoLex,media,
miedo,decimotercero,,sí,,NRC EmoLex,media,
miedo,espinoso,,sí,,NRC EmoLex,media,
miedo,movimiento de piernas,,sí,,NRC EmoLex,media,
miedo,amenaza,,sí,,NRC EmoLex,media,
miedo,amenazar,,sí,,NRC EmoLex,media,
miedo,amenazante,,sí,,NRC EmoLex,media,
miedo,trillar,,sí,,NRC EmoLex,media,
miedo,emoción,,sí,,NRC EmoLex,media,
miedo,palpitar,,sí,,NRC EmoLex,media,
miedo,matón,,sí,,NRC EmoLex,media,
miedo,descomunal,,sí,,NRC EmoLex,media,
miedo,tremendo,,sí,,NRC EmoLex,media,
miedo,tímido,,sí,,NRC EmoLex,media,
miedo,timidez,,sí,,NRC EmoLex,media,
miedo,dolor de muelas,,sí,,NRC EmoLex,media,
miedo,tormento,,sí,,NRC EmoLex,media,
miedo,tornado,,sí,,NRC EmoLex,media,
miedo,torrente,,sí,,NRC EmoLex,media,
miedo,tortura,,sí,,NRC EmoLex,media,
miedo,tenacidad,,sí,,NRC EmoLex,media,
miedo,imponente,,sí,,NRC EmoLex,media,
miedo,toxina,,sí,,NRC EmoLex,media,
miedo,tracto,,sí,,NRC EmoLex,media,
miedo,tragedia,,sí,,NRC EmoLex,media,
miedo,traidor,,sí,,NRC EmoLex,media,
miedo,vagabundo,,sí,,NRC EmoLex,media,
miedo,traumático,,sí,,NRC EmoLex,media,
miedo,parodia,,sí,,NRC EmoLex,media,
miedo,traicionero,,sí,,NRC EmoLex,media,
miedo,traición,,sí,,NRC EmoLex,media,
miedo,traición,,sí,,NRC EmoLex,media,
miedo,tratar,,sí,,NRC EmoLex,media,
miedo,temblor,,sí,,NRC EmoLex,media,
miedo,temblor,,sí,,NRC EmoLex,media,
miedo,miedo,,sí,,NRC EmoLex,media,
miedo,tribulación,,sí,,NRC EmoLex,media,
miedo,tribunal,,sí,,NRC EmoLex,media,
miedo,astucia,,sí,,NRC EmoLex,media,
miedo,Troll,,sí,,NRC EmoLex,media,
miedo,molesto,,sí,,NRC EmoLex,media,
miedo,tumor,,sí,,NRC EmoLex,media,
miedo,tumor,,sí,,NRC EmoLex,media,
miedo,tumulto,,sí,,NRC EmoLex,media,
miedo,tumultuoso,,sí,,NRC EmoLex,media,
miedo,turbulencia,,sí,,NRC EmoLex,media,
miedo,turbulento,,sí,,NRC EmoLex,media,
miedo,confusión,,sí,,NRC EmoLex,media,
miedo,tifón,,sí,,NRC EmoLex,media,
miedo,tiránico,,sí,,NRC EmoLex,media,
miedo,tiranía,,sí,,NRC EmoLex,media,
miedo,tirano,,sí,,NRC EmoLex,media,
miedo,fealdad,,sí,,NRC EmoLex,media,
miedo,úlcera,,sí,,NRC EmoLex,media,
miedo,ultimátum,,sí,,NRC EmoLex,media,
miedo,desenfrenado,,sí,,NRC EmoLex,media,
miedo,misterioso,,sí,,NRC EmoLex,media,
miedo,incierto,,sí,,NRC EmoLex,media,
miedo,indeciso,,sí,,NRC EmoLex,media,
miedo,indeseable,,sí,,NRC EmoLex,media,
miedo,difícil,,sí,,NRC EmoLex,media,
miedo,desempleados,,sí,,NRC EmoLex,media,
miedo,desigual,,sí,,NRC EmoLex,media,
miedo,inesperado,,sí,,NRC EmoLex,media,
miedo,antipático,,sí,,NRC EmoLex,media,
miedo,insalubre,,sí,,NRC EmoLex,media,
miedo,impío,,sí,,NRC EmoLex,media,
miedo,injustificable,,sí,,NRC EmoLex,media,
miedo,cruel,,sí,,NRC EmoLex,media,
miedo,desconocido,,sí,,NRC EmoLex,media,
miedo,ilegal,,sí,,NRC EmoLex,media,
miedo,desafortunado,,sí,,NRC EmoLex,media,
miedo,antinatural,,sí,,NRC EmoLex,media,
miedo,agitación,,sí,,NRC EmoLex,media,
miedo,revoltoso,,sí,,NRC EmoLex,media,
miedo,inseguro,,sí,,NRC EmoLex,media,
miedo,inestable,,sí,,NRC EmoLex,media,
miedo,indecible,,sí,,NRC EmoLex,media,
miedo,inestable,,sí,,NRC EmoLex,media,
miedo,inestable,,sí,,NRC EmoLex,media,
miedo,insuperado,,sí,,NRC EmoLex,media,
miedo,inconcebible,,sí,,NRC EmoLex,media,
miedo,convulsión,,sí,,NRC EmoLex,media,
miedo,cuesta arriba,,sí,,NRC EmoLex,media,
miedo,levantamiento,,sí,,NRC EmoLex,media,
miedo,urgencia,,sí,,NRC EmoLex,media,
miedo,urgente,,sí,,NRC EmoLex,media,
miedo,usurpado,,sí,,NRC EmoLex,media,
miedo,validez,,sí,,NRC EmoLex,media,
miedo,vampiro,,sí,,NRC EmoLex,media,
miedo,desapareció,,sí,,NRC EmoLex,media,
miedo,varicela,,sí,,NRC EmoLex,media,
miedo,virar,,sí,,NRC EmoLex,media,
miedo,vehemente,,sí,,NRC EmoLex,media,
miedo,vendetta,,sí,,NRC EmoLex,media,
miedo,vengativo,,sí,,NRC EmoLex,media,
miedo,veneno,,sí,,NRC EmoLex,media,
miedo,venenoso,,sí,,NRC EmoLex,media,
miedo,veredicto,,sí,,NRC EmoLex,media,
miedo,borde,,sí,,NRC EmoLex,media,
miedo,alimañas,,sí,,NRC EmoLex,media,
miedo,vértigo,,sí,,NRC EmoLex,media,
miedo,víctima,,sí,,NRC EmoLex,media,
miedo,victimizado,,sí,,NRC EmoLex,media,
miedo,vigilante,,sí,,NRC EmoLex,media,
miedo,villano,,sí,,NRC EmoLex,media,
miedo,villano,,sí,,NRC EmoLex,media,
miedo,violación,,sí,,NRC EmoLex,media,
miedo,violencia,,sí,,NRC EmoLex,media,
miedo,violento,,sí,,NRC EmoLex,media,
miedo,violentamente,,sí,,NRC EmoLex,media,
miedo,víbora,,sí,,NRC EmoLex,media,
miedo,virulencia,,sí,,NRC EmoLex,media,
miedo,volatilidad,,sí,,NRC EmoLex,media,
miedo,volcán,,sí,,NRC EmoLex,media,
miedo,voluntario,,sí,,NRC EmoLex,media,
miedo,vulnerabilidad,,sí,,NRC EmoLex,media,
miedo,buitre,,sí,,NRC EmoLex,media,
miedo,gemido,,sí,,NRC EmoLex,media,
miedo,pálido,,sí,,NRC EmoLex,media,
miedo,guerra,,sí,,NRC EmoLex,media,
miedo,guardián,,sí,,NRC EmoLex,media,
miedo,mercancía,,sí,,NRC EmoLex,media,
miedo,guerra,,sí,,NRC EmoLex,media,
miedo,belicoso,,sí,,NRC EmoLex,media,
miedo,brujo,,sí,,NRC EmoLex,media,
miedo,advertir,,sí,,NRC EmoLex,media,
miedo,prevenido,,sí,,NRC EmoLex,media,
miedo,advertencia,,sí,,NRC EmoLex,media,
miedo,guerrero,,sí,,NRC EmoLex,media,
miedo,cauteloso,,sí,,NRC EmoLex,media,
miedo,debilitante,,sí,,NRC EmoLex,media,
miedo,reloj,,sí,,NRC EmoLex,media,
miedo,vacilar,,sí,,NRC EmoLex,media,
miedo,enclenque,,sí,,NRC EmoLex,media,
miedo,peso,,sí,,NRC EmoLex,media,
miedo,pesado,,sí,,NRC EmoLex,media,
miedo,bicho raro,,sí,,NRC EmoLex,media,
miedo,gemido,,sí,,NRC EmoLex,media,
miedo,torbellino,,sí,,NRC EmoLex,media,
miedo,torbellino,,sí,,NRC EmoLex,media,
miedo,malvado,,sí,,NRC EmoLex,media,
miedo,desierto,,sí,,NRC EmoLex,media,
miedo,incendio forestal,,sí,,NRC EmoLex,media,
miedo,endeble,,sí,,NRC EmoLex,media,
miedo,debilucho,,sí,,NRC EmoLex,media,
miedo,contraerse de dolor,,sí,,NRC EmoLex,media,
miedo,bruja,,sí,,NRC EmoLex,media,
miedo,brujería,,sí,,NRC EmoLex,media,
miedo,resistir a,,sí,,NRC EmoLex,media,
miedo,aflicción,,sí,,NRC EmoLex,media,
miedo,preocuparse,,sí,,NRC EmoLex,media,
miedo,preocupante,,sí,,NRC EmoLex,media,
miedo,peor,,sí,,NRC EmoLex,media,
miedo,Adoración,,sí,,NRC EmoLex,media,
miedo,herida,,sí,,NRC EmoLex,media,
miedo,discutiendo,,sí,,NRC EmoLex,media,
miedo,ira,,sí,,NRC EmoLex,media,
miedo,naufragio,,sí,,NRC EmoLex,media,
miedo,destrozado,,sí,,NRC EmoLex,media,
miedo,incorrectamente,,sí,,NRC EmoLex,media,
miedo,xenofobia,,sí,,NRC EmoLex,media,
miedo,gritar,,sí,,NRC EmoLex,media,
miedo,gañido,,sí,,NRC EmoLex,media,
miedo,juventud,,sí,,NRC EmoLex,media,
alegría,absolución,,sí,,NRC EmoLex,media,
alegría,abundancia,,sí,,NRC EmoLex,media,
alegría,abundante,,sí,,NRC EmoLex,media,
alegría,espaldarazo,,sí,,NRC EmoLex,media,
alegría,acompañamiento,,sí,,NRC EmoLex,media,
alegría,realizar,,sí,,NRC EmoLex,media,
alegría,logrado,,sí,,NRC EmoLex,media,
alegría,lograr,,sí,,NRC EmoLex,media,
alegría,logro,,sí,,NRC EmoLex,media,
alegría,acróbata,,sí,,NRC EmoLex,media,
alegría,admirable,,sí,,NRC EmoLex,media,
alegría,admiración,,sí,,NRC EmoLex,media,
alegría,adorable,,sí,,NRC EmoLex,media,
alegría,adoración,,sí,,NRC EmoLex,media,
alegría,adorar,,sí,,NRC EmoLex,media,
alegría,ventaja,,sí,,NRC EmoLex,media,
alegría,adviento,,sí,,NRC EmoLex,media,
alegría,Abogacía,,sí,,NRC EmoLex,media,
alegría,estética,,sí,,NRC EmoLex,media,
alegría,cariño,,sí,,NRC EmoLex,media,
alegría,afluencia,,sí,,NRC EmoLex,media,
alegría,viva,,sí,,NRC EmoLex,media,
alegría,seducir,,sí,,NRC EmoLex,media,
alegría,aloha,,sí,,NRC EmoLex,media,
alegría,Asombrosamente,,sí,,NRC EmoLex,media,
alegría,ambición,,sí,,NRC EmoLex,media,
alegría,amén,,sí,,NRC EmoLex,media,
alegría,amistoso,,sí,,NRC EmoLex,media,
alegría,amnistía,,sí,,NRC EmoLex,media,
alegría,aventura amorosa,,sí,,NRC EmoLex,media,
alegría,entretener,,sí,,NRC EmoLex,media,
alegría,divertido,,sí,,NRC EmoLex,media,
alegría,diversión,,sí,,NRC EmoLex,media,
alegría,entretenido,,sí,,NRC EmoLex,media,
alegría,ángel,,sí,,NRC EmoLex,media,
alegría,angelical,,sí,,NRC EmoLex,media,
alegría,animado,,sí,,NRC EmoLex,media,
alegría,aplausos,,sí,,NRC EmoLex,media,
alegría,apreciación,,sí,,NRC EmoLex,media,
alegría,aprobar,,sí,,NRC EmoLex,media,
alegría,ardiente,,sí,,NRC EmoLex,media,
alegría,Arte,,sí,,NRC EmoLex,media,
alegría,aspiración,,sí,,NRC EmoLex,media,
alegría,aspirar,,sí,,NRC EmoLex,media,
alegría,ambicioso,,sí,,NRC EmoLex,media,
alegría,asombro,,sí,,NRC EmoLex,media,
alegría,expiar,,sí,,NRC EmoLex,media,
alegría,propicio,,sí,,NRC EmoLex,media,
alegría,auténtico,,sí,,NRC EmoLex,media,
alegría,otorgar,,sí,,NRC EmoLex,media,
alegría,bebé,,sí,,NRC EmoLex,media,
alegría,bálsamo,,sí,,NRC EmoLex,media,
alegría,banquete,,sí,,NRC EmoLex,media,
alegría,bautismal,,sí,,NRC EmoLex,media,
alegría,baloncesto,,sí,,NRC EmoLex,media,
alegría,playa,,sí,,NRC EmoLex,media,
alegría,haz,,sí,,NRC EmoLex,media,
alegría,radiante,,sí,,NRC EmoLex,media,
alegría,embellecimiento,,sí,,NRC EmoLex,media,
alegría,hermoso,,sí,,NRC EmoLex,media,
alegría,embellecer,,sí,,NRC EmoLex,media,
alegría,belleza,,sí,,NRC EmoLex,media,
alegría,cerveza,,sí,,NRC EmoLex,media,
alegría,ofrecer amistad,,sí,,NRC EmoLex,media,
alegría,benevolencia,,sí,,NRC EmoLex,media,
alegría,benigno,,sí,,NRC EmoLex,media,
alegría,prometido,,sí,,NRC EmoLex,media,
alegría,nacimiento,,sí,,NRC EmoLex,media,
alegría,cumpleaños,,sí,,NRC EmoLex,media,
alegría,bendecir,,sí,,NRC EmoLex,media,
alegría,bendecido,,sí,,NRC EmoLex,media,
alegría,bendición,,sí,,NRC EmoLex,media,
alegría,bendiciones,,sí,,NRC EmoLex,media,
alegría,felicidad,,sí,,NRC EmoLex,media,
alegría,feliz,,sí,,NRC EmoLex,media,
alegría,florecer,,sí,,NRC EmoLex,media,
